Model,Mileage,City,Year,Dealer,Price
Mustang Mach-E,"13,043 Miles",Fontana,2022,Sunrise Ford,"$39,999"
Escape Hybrid,"7,635 Miles",Bakersfield,2020,CarMax Bakersfield - Now Open,"$32,998"
Mustang Mach-E,New,Fontana,2023,Sunrise Ford,"$72,035"
F-150,New,Riverside,2023,Fritts Ford,"$44,745"
Ranger,"38,108 Miles",Los Angeles,2020,Galpin Ford,"$33,500"
F-150,"65,823 Miles",Signal Hill,2020,Long Beach Honda,"$36,994"
Mustang,"59,018 Miles",Placentia,2017,SC MOTORS,"$28,318"
EcoSport,"71,319 Miles",Lancaster,2020,Toyota Of Lancaster,"$17,489"
Escape,"39,777 Miles",Victorville,2020,Valley Hi Nissan,"$21,851"
Edge,"23,568 Miles",North Hollywood,2020,Sunrise Ford Of North Hollywood,"$32,498"
F-150,"58,831 Miles",West Covina,2019,Performance Ford,"$37,991"
F-150,"13,330 Miles",Ventura,2022,Land Rover Jaguar Ventura,"$69,828"
Ranger,"23,887 Miles",Duarte,2020,Advantage Ford Lincoln,"$33,988"
F-350 Super Duty,"70,299 Miles",Bakersfield,2018,CarMax Bakersfield - Now Open,"$49,998"
Ranger,New,Riverside,2023,Fritts Ford,"$34,835"
Bronco Sport,New,Riverside,2023,Fritts Ford,"$36,015"
Mustang Mach-E,New,Orange,2023,Villa Ford,"$52,590"
Bronco Sport,New,Westlake Village,2023,DCH Ford Of Thousand Oaks,"$33,500"
Edge,New,Ridgecrest,2023,Jim Charlon Ford Incorporated,"$39,957"
Edge,"62,208 Miles",Palmdale,2015,CarMax Palmdale - Now Offering Curbside Pickup And Home Delivery,"$19,998"
Bronco Sport,New,South Gate,2023,Central Ford,"$36,015"
Escape,"44,055 Miles",Fontana,2019,Fontana Motors Direct,"$17,199"
F-350 Super Duty,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$79,000"
Explorer,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$52,200"
F-150,"34,100 Miles",Fontana,2020,Rock Honda,"$56,554"
Expedition,New,Orange,2023,Villa Ford,"$68,645"
F-150,"30,462 Miles",Fontana,2019,Fontana Motors Direct,"$33,304"
Explorer,New,Fontana,2023,Sunrise Ford,"$52,200"
F-150,"22,322 Miles",Ventura,2011,Land Rover Jaguar Ventura,"$69,990"
Explorer,"5,618 Miles",Orange,2022,Villa Ford,"$46,988"
Bronco Sport,"15,985 Miles",South Gate,2021,Central Ford,"$29,388"
Edge,"20,977 Miles",Van Nuys,2018,Keyes Lexus,"$32,888"
F-150,New,Fontana,2023,Sunrise Ford,"$68,075"
F-150,"71,917 Miles",Oxnard,2019,DCH Audi Oxnard,"$35,982"
Bronco,"12,446 Miles",Bakersfield,2022,CarMax Bakersfield - Now Open,"$41,998"
Focus,"97,586 Miles",Montebello,2016,Chevrolet Of Montebello,"$10,982"
Mustang,"45,502 Miles",Victorville,2019,Avis Car Sales - Victorville,"$32,195"
Ranger,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$36,810"
Bronco Sport,New,Riverside,2023,Fritts Ford,"$38,420"
Explorer,"38,218 Miles",Los Angeles,2020,Galpin Ford,"$34,000"
F-150,New,Orange,2022,Villa Ford,"$80,933"
F-150,"54,127 Miles",Orange,2017,Villa Ford,"$59,900"
Fusion,"72,785 Miles",Oxnard,2019,Team Nissan,"$19,988"
Expedition,"10,168 Miles",Los Angeles,2022,Airport Marina Ford,"$70,995"
Edge,"19,057 Miles",Montebello,2019,LA Auto Exchange,"$26,899"
Mustang Mach-E,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$53,290"
Explorer,"65,520 Miles",Montclair,2017,IE Motors Direct,"$18,899"
Escape,"45,165 Miles",Los Angeles,2019,Galpin Ford,"$19,844"
F-150,"72,318 Miles",Fontana,2020,Sunrise Ford,"$32,999"
Mustang,"93,844 Miles",Bakersfield,2015,CarMax Bakersfield - Now Open,"$18,998"
Fusion,"61,042 Miles",Oxnard,2019,DCH Audi Oxnard,"$16,894"
F-150 Lightning,New,South Gate,2022,Central Ford,"$88,788"
F-150,"70,696 Miles",Oxnard,2019,Team Nissan,"$26,988"
Fusion,"58,984 Miles",Los Angeles,2020,Universal City Nissan,"$21,595"
Edge,"62,039 Miles",Los Angeles,2020,Toyota Of Downtown L.A.,"$24,689"
Edge,"30,800 Miles",San Fernando,2020,Rydell Chrysler Dodge Jeep Ram,"$24,995"
Ranger,New,Riverside,2023,Fritts Ford,"$37,655"
F-150,"55,868 Miles",Bakersfield,2019,SBG Auto,"$39,999"
Focus,"41,811 Miles",Redondo Beach,2015,Redondo Mitsubishi,"$14,548"
F-150,121 Miles,Los Angeles,2023,Airport Marina Ford,"$93,495"
Mustang,"52,275 Miles",Victorville,2019,Avis Car Sales - Victorville,"$30,495"
Mustang Mach-E,"15,157 Miles",West Covina,2021,Performance Ford,"$43,991"
Edge,"90,752 Miles",Norco,2016,California Motor Trade,"$13,199"
Ranger,"56,283 Miles",Los Angeles,2020,Airport Marina Ford,"$32,795"
Explorer,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$47,385"
EcoSport,"62,274 Miles",Fontana,2020,R & B Auto Center,"$16,900"
F-150,"87,769 Miles",Orange,2019,Villa Ford,"$26,900"
F-250 Super Duty,"51,315 Miles",Westlake Village,2019,DCH Ford Of Thousand Oaks,"$61,995"
F-250 Super Duty,"14,423 Miles",Orange,2022,Villa Ford,"$84,900"
F-150,New,Orange,2023,Villa Ford,"$73,460"
Mustang,"71,220 Miles",Los Angeles,2015,Airport Marina Ford,"$19,995"
F-150,New,Riverside,2023,Fritts Ford,"$56,395"
Bronco Sport,"11,654 Miles",Riverside,2022,Riverside Hyundai,"$36,991"
Mustang,"47,859 Miles",Los Angeles,2021,Universal City Nissan,"$26,240"
F-150,New,Ridgecrest,2023,Jim Charlon Ford Incorporated,"$60,913"
Ranger,"39,987 Miles",Delano,2019,Delano Chevrolet Buick GMC,"$27,938"
Mustang,New,South Gate,2023,Central Ford,"$42,050"
F-150,New,Fontana,2023,Sunrise Ford,"$80,880"
Ranger,"47,162 Miles",Van Nuys,2019,Keyes Lexus,"$30,500"
Edge,New,Westlake Village,2023,DCH Ford Of Thousand Oaks,"$43,485"
F-350 Super Duty,"40,596 Miles",Norco,2019,California Motor Trade,"$35,999"
Edge,New,Westlake Village,2023,DCH Ford Of Thousand Oaks,"$43,930"
Maverick,51 Miles,Los Angeles,2023,Galpin Ford,"$42,000"
F-250 Super Duty,New,North Hollywood,2022,Sunrise Ford Of North Hollywood,"$69,950"
Fusion Hybrid,"30,868 Miles",Westlake Village,2020,DCH Ford Of Thousand Oaks,"$22,985"
Explorer,"23,493 Miles",Westlake Village,2020,DCH Ford Of Thousand Oaks,"$44,995"
Fusion,"90,714 Miles",Fontana,2017,Sunrise Ford,"$15,999"
Ranger,"30,750 Miles",Alhambra,2022,Wondries Toyota,"$31,995"
Focus,"49,350 Miles",Palmdale,2014,CarMax Palmdale - Now Offering Curbside Pickup And Home Delivery,"$15,998"
Mustang Mach-E,"13,877 Miles",Los Angeles,2021,Airport Marina Ford,"$39,395"
Edge,"41,708 Miles",Bakersfield,2018,CarMax Bakersfield - Now Open,"$23,998"
Fusion,"66,538 Miles",Montclair,2017,Montclair Auto Exchange,"$16,522"
Ranger,"30,507 Miles",Los Angeles,2020,Galpin Ford,"$32,700"
Mustang Mach-E,"3,535 Miles",Riverside,2022,DCH Subaru Of Riverside,"$53,999"
Fusion,"134,048 Miles",Fontana,2013,Rock Honda,"$8,894"
Mustang,"44,914 Miles",Torrance,2021,Hertz Car Sales Torrance,"$24,818"
F-150,New,Fontana,2023,Sunrise Ford,"$70,070"
F-150,"12,992 Miles",Fontana,2021,Rock Honda,"$82,888"
F-250 Super Duty,New,North Hollywood,2022,Sunrise Ford Of North Hollywood,"$72,130"
F-150,"121,580 Miles",Bloomington,2020,Fontana Auto Center,"$32,995"
Bronco Sport,"28,556 Miles",Oxnard,2021,Team Nissan,"$32,988"
Escape,"128,015 Miles",Bloomington,2017,Fontana Auto Center,"$14,995"
Mustang,"62,711 Miles",Tustin,2020,DCH Tustin Acura,"$23,215"
Fusion Hybrid,"41,623 Miles",Azusa,2012,California Motor Trade 2,"$11,999"
Ranger,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$47,810"
Transit,"24,043 Miles",Los Angeles,2021,Galpin Ford,"$52,995"
C-MAX Hybrid,"51,183 Miles",Montebello,2017,LA Auto Exchange,"$18,352"
Bronco Sport,New,Fontana,2023,Sunrise Ford,"$34,685"
Mustang,"27,847 Miles",Anaheim,2022,Hertz Car Sales Anaheim,"$26,750"
F-150,New,South Gate,2023,Central Ford,"$61,885"
Fusion Energi,"8,849 Miles",Bakersfield,2020,Bakersfield Hyundai,"$26,995"
Mustang Mach-E,"6,608 Miles",Los Angeles,2023,Galpin Ford,"$54,500"
Ranger,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$37,305"
Explorer,New,Los Angeles,2023,Airport Marina Ford,"$61,805"
Fusion Hybrid,"67,690 Miles",Palmdale,2019,CarMax Palmdale - Now Offering Curbside Pickup And Home Delivery,"$19,998"
Bronco Sport,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$33,300"
Mustang,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$42,465"
E-Transit,New,South Gate,2023,Central Ford,"$52,390"
Maverick,"29,963 Miles",Los Angeles,2022,Airport Marina Honda,"$31,000"
Fusion,"100,044 Miles",Los Angeles,2019,Airport Marina Ford,"$15,795"
F-150,"91,835 Miles",Palmdale,2016,CarMax Palmdale - Now Offering Curbside Pickup And Home Delivery,"$22,998"
Edge,"70,660 Miles",Torrance,2020,Hertz Car Sales Torrance,"$19,995"
F-150,New,Orange,2023,Villa Ford,"$79,630"
Ranger,"41,949 Miles",Los Angeles,2019,Galpin Ford,"$30,549"
Explorer,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$61,210"
F-250 Super Duty,New,Riverside,2022,Fritts Ford,"$68,585"
F-150,"55,151 Miles",Montebello,2015,LA Auto Exchange,"$25,699"
Ranger,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$44,280"
Escape,"27,824 Miles",North Hollywood,2020,Sunrise Ford Of North Hollywood,"$20,247"
F-250 Super Duty,"80,648 Miles",Van Nuys,2016,Wholesale Investments Inc,"$28,350"
Bronco,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$65,970"
Edge,"21,285 Miles",Riverside,2022,Hertz Car Sales Riverside,"$29,743"
Mustang,"56,814 Miles",Anaheim,2021,Hertz Car Sales Anaheim,"$22,686"
Transit,"16,970 Miles",Westlake Village,2020,DCH Ford Of Thousand Oaks,"$48,983"
Escape,"32,370 Miles",Norwalk,2022,Hertz Car Sales Norwalk,"$23,973"
Bronco,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$66,985"
Mustang,"10,969 Miles",Van Nuys,2021,Keyes Lexus,"$34,888"
F-150,"80,131 Miles",Fontana,2017,Sunrise Ford,"$30,999"
F-150,New,Fontana,2023,Sunrise Ford,"$51,780"
Edge,"17,491 Miles",Van Nuys,2020,Keyes Lexus,"$31,588"
Edge,New,Westlake Village,2023,DCH Ford Of Thousand Oaks,"$40,835"
Explorer,"50,425 Miles",Santa Ana,2020,California Motors Direct,"$28,499"
F-150,"25,916 Miles",Los Angeles,2020,Galpin Ford,"$40,500"
Edge,"20,320 Miles",Riverside,2022,Hertz Car Sales Riverside,"$28,699"
Explorer,"72,815 Miles",Ridgecrest,2019,Jim Charlon Ford Incorporated,"$26,850"
Explorer,New,Ridgecrest,2023,Jim Charlon Ford Incorporated,"$52,479"
EcoSport,"12,639 Miles",Riverside,2021,Fritts Ford,"$18,996"
Mustang,"40,062 Miles",Norco,2019,California Motor Trade,"$25,499"
Bronco Sport,"38,263 Miles",El Monte,2021,Car Pros Honda El Monte,"$27,927"
Bronco,New,Fontana,2023,Sunrise Ford,"$47,780"
Focus,"22,918 Miles",Norco,2017,California Motor Trade,"$37,199"
F-150,"47,455 Miles",Rowland Heights,2021,Puente Hills Hyundai,"$45,995"
EcoSport,"19,501 Miles",Orange,2021,Stadium Nissan,"$19,695"
Mustang Mach-E,New,Fontana,2023,Sunrise Ford,"$66,035"
Fusion,"51,840 Miles",West Covina,2020,Performance Ford,"$23,491"
Mustang Mach-E,New,Westlake Village,2023,DCH Ford Of Thousand Oaks,"$48,830"
Escape Hybrid,"28,105 Miles",Azusa,2009,California Motor Trade 2,"$13,999"
Transit,"53,588 Miles",Sherman Oaks,2020,Universal Mitsubishi,"$37,880"
F-250 Super Duty,"35,811 Miles",Fontana,2019,Sunrise Ford,"$65,222"
Mustang,"30,635 Miles",Anaheim,2020,JStar Chrysler Jeep Dodge RAM,"$48,499"
Mustang,"24,144 Miles",West Covina,2022,Performance Ford,"$33,791"
E-Series,"84,337 Miles",Glendale,2011,Future Auto Sales,"$19,995"
Mustang Mach-E,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$72,835"
Mustang,"56,908 Miles",Fullerton,2018,OC Auto Exchange,"$22,499"
C-MAX Energi,"76,819 Miles",Commerce,2014,Shift LA - Test Drives Delivered To You,"$12,950"
F-150,"29,079 Miles",Fontana,2021,Rock Honda,"$44,499"
Mustang Mach-E,New,Riverside,2023,Fritts Ford,"$60,900"
Escape,"35,236 Miles",Riverside,2022,Hertz Car Sales Riverside,"$23,101"
Explorer,"23,655 Miles",Palmdale,2021,Palmdale Kia,"$46,990"
F-150,"28,661 Miles",Westlake Village,2020,DCH Ford Of Thousand Oaks,"$67,495"
Flex,"38,827 Miles",Victorville,2019,Avis Car Sales - Victorville,"$25,795"
Fusion,"66,191 Miles",Oxnard,2020,DCH Honda Of Oxnard,"$19,500"
Explorer,"70,654 Miles",Montebello,2017,LA Auto Exchange,"$25,531"
F-150,New,Ridgecrest,2023,Jim Charlon Ford Incorporated,"$64,614"
F-150,New,Orange,2023,Villa Ford,"$61,720"
EcoSport,"27,191 Miles",Huntington Beach,2020,Car Pros Kia Of Huntington Beach,"$18,874"
F-150,"52,038 Miles",Bakersfield,2018,Motor City Buick GMC,"$31,984"
Bronco Sport,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$32,935"
F-450 Super Duty,"51,490 Miles",Garden Grove,2019,Volkswagen Of Garden Grove,"$74,995"
Bronco,146 Miles,Culver City,2023,Culver City Honda,"$51,738"
Explorer,"45,572 Miles",Fontana,2019,Sunrise Ford,"$29,999"
Explorer,"53,785 Miles",Santa Ana,2017,California Motors Direct,"$28,549"
Bronco Sport,New,Fontana,2023,Sunrise Ford,"$40,290"
Explorer,"9,080 Miles",Montclair,2022,Montclair Auto Exchange,"$35,479"
Explorer,"71,257 Miles",Van Nuys,2019,Wholesale Investments Inc,"$22,800"
Focus,"72,017 Miles",Santa Ana,2016,California Motors Direct,"$17,999"
F-150,New,Orange,2022,Villa Ford,"$79,425"
Mustang Mach-E,New,Riverside,2023,Fritts Ford,"$66,046"
Transit,"25,987 Miles",Fontana,2021,Sunrise Ford,"$44,999"
Fusion Energi,"83,596 Miles",Bakersfield,2013,CarMax Bakersfield - Now Open,"$15,998"
F-150,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$44,500"
Fusion Hybrid,"42,796 Miles",Riverside,2020,DCH Subaru Of Riverside,"$22,555"
Escape,"37,431 Miles",Anaheim,2021,Hertz Car Sales Anaheim,"$21,259"
F-150,"79,142 Miles",Santa Ana,2014,California Motors Direct,"$21,899"
Explorer,"20,077 Miles",Thousand Oaks,2022,Rusnak Volvo Cars Westlake,"$34,344"
Mustang,"66,364 Miles",Riverside,2021,Hertz Car Sales Riverside,"$22,793"
F-350 Super Duty,"35,990 Miles",Mission Hills,2020,Hamer Toyota,"$69,992"
Explorer,"32,164 Miles",Westlake Village,2021,DCH Ford Of Thousand Oaks,"$30,983"
Mustang,"56,668 Miles",Fontana,2017,Fontana Motors Direct,"$21,899"
F-150,"98,876 Miles",Commerce,2016,Shift LA - Test Drives Delivered To You,"$26,950"
F-150,New,Westlake Village,2023,DCH Ford Of Thousand Oaks,"$76,100"
F-150,"45,165 Miles",Norco,2018,California Motor Trade,"$34,699"
Flex,"58,284 Miles",Van Nuys,2019,Keyes Lexus,"$28,088"
F-150,"35,814 Miles",Fontana,2018,Fontana Motors Direct,"$32,499"
F-150,New,Fontana,2023,Sunrise Ford,"$75,650"
Fusion,"51,883 Miles",Hawthorne,2017,Hawthorne Auto Square Inc,"$21,995"
Mustang Mach-E,New,Fontana,2023,Sunrise Ford,"$53,035"
Fusion Energi,"62,395 Miles",West Covina,2020,Performance Ford,"$23,981"
Mustang,"45,140 Miles",Norco,2020,California Motor Trade,"$24,949"
Mustang Mach-E,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$60,035"
Transit,"24,277 Miles",Orange,2021,Villa Ford,"$69,432"
Mustang,New,Orange,2023,Villa Ford,"$43,740"
Bronco Sport,"1,697 Miles",Los Angeles,2022,Airport Marina Ford,"$34,995"
Mustang Mach-E,New,Riverside,2023,Fritts Ford,"$60,830"
Transit Connect,"57,288 Miles",Ventura,2019,Ventura Volkswagen,"$28,992"
Taurus,"94,925 Miles",Placentia,2016,SC MOTORS,"$11,818"
Bronco Sport,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$37,340"
Mustang Mach-E,New,Riverside,2023,Fritts Ford,"$61,641"
Ranger,"61,334 Miles",Santa Ana,2020,California Motors Direct,"$30,999"
Escape,"2,624 Miles",Fontana,2022,Sunrise Ford,"$31,999"
Explorer,"60,517 Miles",Montebello,2020,Chevrolet Of Montebello,"$29,243"
Mustang Mach-E,New,Riverside,2023,Fritts Ford,"$66,530"
Fusion Hybrid,"47,859 Miles",Hawthorne,2017,Hawthorne Auto Square Inc,"$19,995"
Fusion,"75,015 Miles",Culver City,2013,Culver City Honda,"$13,808"
Explorer,"48,220 Miles",Fontana,2017,Fontana Motors Direct,"$24,294"
Flex,"50,294 Miles",Montebello,2019,LA Auto Exchange,"$22,899"
Fusion,"78,850 Miles",Commerce,2018,Shift LA - Test Drives Delivered To You,"$15,700"
Transit,"44,754 Miles",Los Angeles,2020,Airport Marina Ford,"$67,995"
F-150,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$51,035"
Escape,"26,260 Miles",Anaheim,2022,Hertz Car Sales Anaheim,"$24,835"
F-350 Super Duty,"56,189 Miles",Westlake Village,2019,DCH Ford Of Thousand Oaks,"$54,995"
Mustang,"45,845 Miles",Glendale,2020,Avis Car Sales - Glendale,"$24,567"
F-350 Super Duty,"71,720 Miles",Fontana,2017,Rock Honda,"$58,683"
F-150,"67,452 Miles",Oxnard,2020,Castro Motors,"$32,900"
Mustang,"41,493 Miles",Victorville,2019,Avis Car Sales - Victorville,"$33,495"
F-150,"87,471 Miles",South Gate,2011,LA Auto Emporium,"$30,975"
F-150,New,South Gate,2023,Central Ford,"$44,245"
F-250 Super Duty,New,Fontana,2023,Sunrise Ford,"$91,300"
Bronco Sport,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$34,375"
Expedition MAX,"58,598 Miles",Ridgecrest,2020,Jim Charlon Ford Incorporated,"$46,950"
Ranger,New,Riverside,2023,Fritts Ford,"$34,810"
Escape,"61,502 Miles",Anaheim,2018,Hertz Car Sales Anaheim,"$18,712"
Mustang Mach-E,New,South Gate,2023,Central Ford,"$47,795"
F-150,"2,448 Miles",Fontana,2023,Sunrise Ford,"$75,999"
Edge,"88,520 Miles",Bakersfield,2014,Bakersfield Mazda,"$14,857"
F-150,New,Fontana,2023,Sunrise Ford,"$51,780"
F-150,New,Orange,2022,Villa Ford,"$77,075"
Mustang Mach-E,New,South Gate,2023,Central Ford,"$52,795"
Transit,"38,721 Miles",Los Angeles,2019,Airport Marina Ford,"$49,895"
F-150,New,South Gate,2023,Central Ford,"$47,325"
Explorer Hybrid,"47,897 Miles",West Covina,2021,Performance Ford,"$39,991"
Edge,"35,573 Miles",Victorville,2020,Avis Car Sales - Victorville,"$22,995"
Edge,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$40,835"
F-150 Lightning,New,Fontana,2023,Sunrise Ford,"$87,394"
F-150,New,Orange,2023,Villa Ford,"$70,975"
Ranger,New,South Gate,2023,Central Ford,"$47,810"
Explorer,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$61,410"
Mustang Mach-E,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$48,290"
Mustang,"35,524 Miles",Commerce,2019,Shift LA - Test Drives Delivered To You,"$35,200"
F-150,"52,289 Miles",Norco,2021,California Motor Trade,"$38,999"
Ranger,"29,253 Miles",Torrance,2020,Martin Chevrolet,"$34,777"
F-250 Super Duty,"52,171 Miles",Garden Grove,2021,Volkswagen Of Garden Grove,"$69,995"
F-150,New,Westlake Village,2023,DCH Ford Of Thousand Oaks,"$56,140"
Escape,New,Riverside,2022,Fritts Ford,"$35,475"
Escape,"57,934 Miles",Porterville,2010,Merle Stone Chevrolet Porterville,"$10,816"
Edge,New,South Gate,2023,Central Ford,"$43,855"
Explorer,"118,569 Miles",South Gate,2014,Carzone Auto Mall,"$16,595"
F-150,New,South Gate,2023,Central Ford,"$41,625"
Mustang,"47,987 Miles",Norwalk,2021,Hertz Car Sales Norwalk,"$23,645"
Bronco Sport,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$34,880"
Escape,"42,601 Miles",Canoga Park,2018,Dependable Chrysler Dodge Jeep & Ram,"$20,995"
Bronco Sport,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$32,805"
Mustang,"48,425 Miles",Lancaster,2021,Antelope Valley Chevrolet,"$24,511"
Taurus,"58,578 Miles",Canoga Park,2018,Dependable Chrysler Dodge Jeep & Ram,"$21,395"
Escape,"74,584 Miles",West Covina,2018,Performance Ford,"$18,550"
Explorer,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$50,765"
Bronco Sport,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$38,645"
Mustang,"57,370 Miles",Torrance,2021,Hertz Car Sales Torrance,"$22,584"
Edge,"55,484 Miles",Glendale,2021,Avis Car Sales - Glendale,"$23,332"
Explorer,"60,802 Miles",Oxnard,2018,DCH Audi Oxnard,"$24,535"
F-150,"37,452 Miles",Los Angeles,2020,Galpin Ford,"$43,000"
Mustang Mach-E,"28,028 Miles",Westlake Village,2021,DCH Ford Of Thousand Oaks,"$39,985"
Mustang Mach-E,"4,148 Miles",Culver City,2022,Culver City Honda,"$48,990"
F-150,New,Fontana,2023,Sunrise Ford,"$66,355"
Edge,"11,625 Miles",Riverside,2021,Fritts Ford,"$37,782"
Escape,New,North Hollywood,2022,Sunrise Ford Of North Hollywood,"$36,065"
Ranger,"12,766 Miles",Los Angeles,2021,Galpin Ford,"$40,995"
F-150,New,Westlake Village,2023,DCH Ford Of Thousand Oaks,"$56,555"
Transit,"74,391 Miles",Fontana,2019,Sunrise Ford,"$33,999"
Fusion,"68,861 Miles",Los Angeles,2020,Universal City Nissan,"$20,995"
F-150,"40,162 Miles",Los Angeles,2021,Galpin Ford,"$43,000"
Edge,"78,787 Miles",Lancaster,2019,Diamond Mazda,"$21,742"
Mustang Mach-E,New,Fontana,2023,Sunrise Ford,"$53,035"
Edge,"34,742 Miles",Glendale,2015,Car Pros Kia Of Glendale,"$19,777"
Explorer,"84,171 Miles",Santa Ana,2014,California Motors Direct,"$16,599"
EcoSport,"13,690 Miles",Montclair,2021,Montclair Auto Exchange,"$18,061"
Edge,New,Westlake Village,2023,DCH Ford Of Thousand Oaks,"$43,930"
Escape,"21,740 Miles",Los Angeles,2020,Galpin Ford,"$27,500"
Explorer,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$50,965"
F-150,"28,475 Miles",Westlake Village,2020,DCH Ford Of Thousand Oaks,"$34,983"
Mustang Mach-E,"5,850 Miles",Tustin,2021,DCH Tustin Acura,"$41,000"
F-150,New,Riverside,2023,Fritts Ford,"$61,515"
F-150,New,Orange,2022,Villa Ford,"$80,933"
EcoSport,"34,638 Miles",Los Angeles,2020,Galpin Ford,"$18,555"
Fusion,"67,775 Miles",Mission Hills,2020,Keyes Mission Hills Hyundai,"$20,444"
F-150,New,Fontana,2023,Sunrise Ford,"$68,000"
F-150,New,South Gate,2023,Central Ford,"$53,810"
Bronco,New,North Hollywood,2023,Sunrise Ford Of North Hollywood,"$61,650"
